timestamp,provider,region,continent,honeypot,event_type,protocol,dst_port,src_ip,src_country,asn,ip_reputation,src_os,username,password,cve,action,payload_sample_hash,bytes_in,bytes_out,session_id,hour,dow,anomaly_score,anomaly_percentile,anomaly_z
2025-07-18 06:35:00,gcp,us-east4-c,North America,heralding,credential_capture,tcp,587,10.182.231.49,ie,,known_attacker,windows 7/8,test,admin,nan,alert_logged,,5316,4800,e32e9336c071,6,4,0.14200406,0.174,-0.88600326
2025-07-18 06:43:00,gcp,europe-west2-c,Europe,heralding,credential_capture,udp,5900,254.28.167.218,br,,bad_reputation,windows 7/8,oracle,raspberry,nan,alert_logged,,4577,3041,709884f6671a,6,4,0.18942772,0.63,0.13703379
2025-07-18 11:12:00,gcp,us-east4-c,North America,cowrie,command_input,udp,8080,87.217.136.162,gb,,known_attacker,unknown,,,nan,command_executed,,8533,2204,fe9aa6492e09,11,4,0.26715103,0.944,1.8137037
2025-07-18 14:03:00,aws,us-east-1c,North America,dionaea,service_probe,tcp,139,140.186.146.59,cn,,bad_reputation,unknown,,,cve-2006-2369,connection_attempted,,3471,890,cdadf2abb8bb,14,4,0.16451031,0.396,-0.40049183
2025-07-18 18:41:00,gcp,us-east4-c,North America,cowrie,command_input,tcp,3306,194.99.174.187,cn,,known_attacker,linux 3.x,test,toor,nan,command_executed,,3397,846,19ab8459da10,18,4,0.17435688,0.494,-0.18807879
2025-07-18 19:50:00,azure,southeast asia,Asia,cowrie,command_input,tcp,465,220.151.115.146,sg,,unknown,linux 4.x,user,P@ssw0rd,nan,authentication_failed,,5291,3270,7740ac09cda3,19,4,0.13829377,0.134,-0.9660426
2025-07-18 20:15:00,gcp,us-east4-c,North America,cowrie,command_input,tcp,465,77.240.50.84,cn,,bad_reputation,windows 7/8,root,P@ssw0rd,nan,payload_captured,,397,819,4574e013a0b9,20,4,0.23874241,0.894,1.2008647
2025-07-18 21:14:00,aws,us-east-1c,North America,suricata,ids_alert,udp,445,24.124.242.24,sg,,bad_reputation,unknown,,,cve-2001-0540,command_executed,,5565,3450,12e6b3d6f66c,21,4,0.16991071,0.458,-0.28399274
2025-07-18 22:24:00,azure,southeast asia,Asia,suricata,ids_alert,tcp,135,98.72.186.162,us,,unknown,windows xp,,,cve-2005-4050,authentication_failed,,543,1475,5f0ff964ffbe,22,4,0.2729241,0.952,1.938242
2025-07-19 08:21:00,azure,southeast asia,Asia,dionaea,malware_capture,udp,53,206.155.170.188,us,,known_attacker,windows xp,,,cve-2001-0540,alert_logged,f9005dc9c6cf8175,6251,2842,fe8c3f82b27d,8,5,0.15374929,0.288,-0.6326317
2025-07-19 08:33:00,aws,us-east-1c,North America,cowrie,ssh_login_attempt,tcp,110,119.206.216.99,de,,benign_suspected,unknown,pi,qwerty,nan,command_executed,,2798,3452,d1dd02c71e12,8,5,0.16322084,0.388,-0.4283087
2025-07-19 08:37:00,aws,us-east-1c,North America,dionaea,service_probe,udp,5900,27.1.140.59,gb,,bad_reputation,linux 2.6.x,,,cve-2012-0152,payload_captured,,4035,4619,968ef4e802d9,8,5,0.22894134,0.868,0.98943305
2025-07-19 10:16:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,1433,213.131.61.125,de,,known_attacker,linux 3.x,,,cve-2012-0152,connection_attempted,,4157,1250,0f022bfd3e32,10,5,0.1569572,0.328,-0.56342983
2025-07-19 14:12:00,aws,us-east-1c,North America,cowrie,telnet_login_attempt,udp,993,237.122.150.147,de,,unknown,windows xp,postgres,admin,nan,command_executed,,7897,4338,15f65a732e06,14,5,0.14598067,0.204,-0.8002186
2025-07-19 15:37:00,aws,us-east-1c,North America,dionaea,malware_capture,tcp,139,151.252.234.227,ie,,bad_reputation,linux 2.6.x,,,cve-2006-2369,payload_captured,7fb18b067ffbc672,5046,3285,f43b7d75f7cc,15,5,0.14755055,0.228,-0.76635265
2025-07-19 15:46:00,azure,east us,North America,cowrie,command_input,tcp,5900,37.189.75.213,de,,bad_reputation,unknown,postgres,letmein,nan,command_executed,,3236,4262,0a5c84026042,15,5,0.19618677,0.682,0.28284192
2025-07-19 15:57:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,udp,110,131.79.63.74,in,,bad_reputation,windows 7/8,,,cve-2012-0152,alert_logged,,4205,2365,3c158486e17c,15,5,0.15154433,0.264,-0.68019766
2025-07-19 16:12:00,azure,southeast asia,Asia,dionaea,exploit_attempt,udp,23,216.212.158.13,in,,known_attacker,linux 3.x,,,cve-2006-2369,connection_attempted,,3615,3202,7cdca19969b2,16,5,0.15557592,0.316,-0.59322715
2025-07-19 18:39:00,gcp,us-east4-c,North America,rdpy,rdp_session_start,tcp,1433,184.50.228.213,ru,,benign_suspected,linux 2.6.x,,,cve-2012-0152,command_executed,,10533,2919,4ccd66d0d085,18,5,0.21056043,0.792,0.5929147
2025-07-19 18:47:00,azure,southeast asia,Asia,glastopf,sql_injection,udp,445,155.113.90.83,us,,unknown,unknown,,,cve-2012-0152,command_executed,,5100,1336,35f2d89bea17,18,5,0.19865356,0.704,0.3360564
2025-07-19 18:49:00,azure,east us,North America,glutton,ssh_banner_grab,tcp,53,234.58.31.135,ve,,known_attacker,linux 2.6.x,,,nan,alert_logged,,4248,3227,42320f879602,18,5,0.14751042,0.224,-0.7672183
2025-07-19 18:50:00,aws,us-east-1c,North America,cowrie,command_input,udp,8080,186.124.228.126,in,,bad_reputation,unknown,support,raspberry,nan,connection_attempted,,5609,1054,a956358ddf72,18,5,0.32112125,0.988,2.9779649
2025-07-19 19:54:00,azure,southeast asia,Asia,cowrie,command_input,udp,110,208.206.188.201,gb,,unknown,windows 7/8,guest,letmein,nan,payload_captured,,8151,3495,3079428511cf,19,5,0.14956814,0.242,-0.7228286
2025-07-19 21:35:00,gcp,europe-west2-c,Europe,rdpy,rdp_session_start,udp,25,37.44.42.234,de,,bad_reputation,linux 2.6.x,,,cve-2001-0540,command_executed,,4640,2754,9dcd95671f87,21,5,0.1846,0.594,0.032888737
2025-07-20 01:34:00,aws,us-east-1c,North America,glutton,ssh_banner_grab,tcp,465,209.65.64.4,sg,,bad_reputation,unknown,,,nan,alert_logged,,5661,5277,aa19a41be90b,1,6,0.22602265,0.856,0.9264702
2025-07-20 02:50:00,azure,east us,North America,cowrie,telnet_login_attempt,tcp,3389,174.158.186.157,gb,,bad_reputation,windows 7/8,user,,nan,command_executed,,3350,5142,d8e0b623fee2,2,6,0.22506815,0.85,0.9058796
2025-07-20 04:35:00,azure,east us,North America,cowrie,command_input,udp,993,217.131.75.103,de,,unknown,windows 7/8,oracle,12345678,nan,alert_logged,,6947,4496,9b9054644291,4,6,0.18575686,0.602,0.057845
2025-07-20 05:43:00,gcp,us-east4-c,North America,dionaea,malware_capture,udp,995,213.109.112.78,sg,,bad_reputation,windows xp,,,cve-2001-0540,connection_attempted,cb699d55ba19ab69,1858,309,54f8bd1efae0,5,6,0.22831243,0.864,0.9758662
2025-07-20 05:48:00,gcp,europe-west2-c,Europe,glutton,ssh_banner_grab,tcp,23,168.155.209.88,in,,known_attacker,linux 3.x,,,nan,command_executed,,8716,3087,ec6ea2e6c00e,5,6,0.1966242,0.684,0.29227847
2025-07-20 07:07:00,aws,us-east-1c,North America,dionaea,service_probe,tcp,587,226.131.119.18,ie,,known_attacker,unknown,,,cve-2005-4050,authentication_failed,,5323,4057,9dab59029985,7,6,0.17503938,0.504,-0.17335562
2025-07-20 08:00:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,80,41.109.122.81,in,,known_attacker,windows 7/8,,,cve-2001-0540,alert_logged,,6364,3444,9f436c66c69d,8,6,0.16254558,0.384,-0.44287562
2025-07-20 08:17:00,gcp,us-east4-c,North America,dionaea,malware_capture,tcp,587,37.45.139.112,ve,,bad_reputation,linux 4.x,,,cve-2006-2369,alert_logged,6d1a5521defe29ff,6046,3358,8f4da7d76ecf,8,6,0.15688232,0.326,-0.5650451
2025-07-20 08:19:00,aws,us-east-1c,North America,glutton,ssh_banner_grab,udp,993,56.19.129.78,sg,,bad_reputation,unknown,,,nan,connection_attempted,,2787,3550,8bd3d18ca405,8,6,0.17650147,0.514,-0.14181507
2025-07-20 08:53:00,gcp,us-east4-c,North America,glutton,ssh_banner_grab,udp,5900,185.216.110.97,vn,,known_attacker,windows 7/8,,,nan,authentication_failed,,7201,99,23e1cbf87c39,8,6,0.30908597,0.98,2.7183363
2025-07-20 11:27:00,gcp,us-east4-c,North America,glutton,tcp_connect,udp,25,226.11.21.231,us,,spam,unknown,,,nan,authentication_failed,,4413,5929,4d1a03b79153,11,6,0.21277064,0.804,0.6405941
2025-07-20 11:56:00,gcp,europe-west2-c,Europe,rdpy,rdp_auth_attempt,udp,22,175.66.55.36,sg,,bad_reputation,linux 2.6.x,,,cve-2001-0540,command_executed,,6591,1983,1d43830e96d3,11,6,0.19226804,0.652,0.19830611
2025-07-20 12:14:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,tcp,995,7.1.168.215,ru,,spam,linux 3.x,,,cve-2001-0540,connection_attempted,,5386,176,e0a3384966c4,12,6,0.23475161,0.882,1.114774
2025-07-20 12:37:00,gcp,us-east4-c,North America,dionaea,malware_capture,udp,3389,230.195.121.145,sg,,unknown,windows xp,,,cve-2001-0540,authentication_failed,a90ac4f5dbe93243,8978,8016,060b44707b7c,12,6,0.24240623,0.902,1.2799017
2025-07-20 12:57:00,azure,east us,North America,glastopf,lfi_rfi,tcp,80,124.189.127.215,vn,,bad_reputation,windows 7/8,,,cve-2012-0152,connection_attempted,7ff84d6ef796a1fb,4425,3555,6b3b5e5f803e,12,6,0.1741213,0.49,-0.19316062
2025-07-20 14:41:00,azure,east us,North America,cowrie,ssh_login_attempt,tcp,995,21.116.151.28,ve,,bad_reputation,unknown,guest,12345678,nan,alert_logged,,2167,3749,8ae42bf27baa,14,6,0.17793562,0.53,-0.110877216
2025-07-20 15:04:00,azure,southeast asia,Asia,dionaea,service_probe,udp,5060,15.50.57.244,us,,bad_reputation,windows xp,,,cve-2012-0152,alert_logged,,6450,2294,f7eed0f2e8de,15,6,0.19718689,0.688,0.30441684
2025-07-20 15:09:00,gcp,us-east4-c,North America,dionaea,malware_capture,udp,465,187.104.180.140,in,,benign_suspected,linux 3.x,,,cve-2006-2369,command_executed,f343b2102a78868c,8969,2068,cc0144d8a6a3,15,6,0.21211538,0.796,0.6264586
2025-07-20 15:16:00,azure,southeast asia,Asia,vnclowpot,vnc_auth_attempt,udp,25,177.156.3.96,gb,,spam,unknown,,,cve-2012-0152,payload_captured,,735,2859,668a5a83f647,15,6,0.2603911,0.934,1.6678762
2025-07-20 15:47:00,azure,southeast asia,Asia,glutton,tcp_connect,tcp,53,54.6.36.118,gb,,bad_reputation,unknown,,,nan,connection_attempted,,3269,2932,ec23c3b4726f,15,6,0.1691024,0.448,-0.3014299
2025-07-20 17:26:00,aws,us-east-1c,North America,cowrie,command_input,udp,22,46.54.66.235,in,,bad_reputation,unknown,,,nan,connection_attempted,,3949,2482,0e3badbab7d2,17,6,0.17348386,0.484,-0.2069117
2025-07-20 20:30:00,gcp,us-east4-c,North America,cowrie,ssh_login_attempt,tcp,465,180.81.213.126,ve,,known_attacker,linux 2.6.x,guest,P@ssw0rd,nan,command_executed,,7300,1085,2d6ae3271fdf,20,6,0.20551212,0.758,0.4840112
2025-07-20 21:47:00,azure,east us,North America,vnclowpot,vnc_auth_attempt,udp,443,179.53.227.226,gb,,unknown,windows xp,,,cve-2006-2369,authentication_failed,,5690,2933,df6053550c14,21,6,0.2021104,0.728,0.41062817
2025-07-21 00:23:00,aws,us-east-1c,North America,dionaea,service_probe,tcp,3389,113.117.22.216,sg,,benign_suspected,windows xp,,,cve-2005-4050,command_executed,,6655,4305,20168b1fc7c1,0,0,0.25660363,0.926,1.5861721
2025-07-21 00:31:00,aws,us-east-1c,North America,rdpy,rdp_auth_attempt,udp,3389,88.40.115.226,in,,bad_reputation,linux 4.x,,,cve-2006-2369,payload_captured,,5618,719,35d9c057fe49,0,0,0.22442289,0.848,0.8919598
2025-07-21 01:26:00,azure,southeast asia,Asia,cowrie,ssh_login_attempt,udp,135,142.227.14.119,sg,,bad_reputation,unknown,postgres,toor,nan,authentication_failed,,6476,3190,40334b9e3286,1,0,0.18068522,0.57,-0.051561896
2025-07-21 01:34:00,azure,southeast asia,Asia,vnclowpot,vnc_auth_attempt,tcp,23,198.251.45.247,ie,,bad_reputation,linux 3.x,,,cve-2006-2369,connection_attempted,,6311,2757,75fe44e2a727,1,0,0.19736886,0.69,0.3083424
2025-07-21 03:49:00,aws,us-east-1c,North America,glutton,tcp_connect,tcp,465,11.66.60.204,ru,,known_attacker,windows 7/8,,,nan,connection_attempted,,5337,616,8ab0229b6968,3,0,0.17658673,0.516,-0.13997571
2025-07-21 05:21:00,aws,us-east-1c,North America,heralding,credential_capture,udp,445,24.97.146.104,in,,bad_reputation,linux 3.x,postgres,12345678,nan,command_executed,,5301,2037,b9c93c782a2e,5,0,0.15410244,0.29,-0.6250133
2025-07-21 06:37:00,gcp,us-east4-c,North America,glastopf,lfi_rfi,udp,5060,209.232.115.55,sg,,spam,linux 4.x,,,cve-2006-2369,alert_logged,82f6d677813729da,7283,2388,1e8adc676cb0,6,0,0.25069788,0.918,1.4587716
2025-07-21 07:45:00,azure,southeast asia,Asia,vnclowpot,vnc_auth_attempt,tcp,110,142.78.154.11,sg,,bad_reputation,linux 3.x,,,cve-2006-2369,command_executed,,5922,991,d1d6b632d5de,7,0,0.17871504,0.544,-0.09406334
2025-07-21 08:03:00,gcp,us-east4-c,North America,cowrie,ssh_login_attempt,udp,995,43.100.250.89,us,,unknown,linux 3.x,root,raspberry,nan,alert_logged,,221,2069,3fe7b9253eab,8,0,0.15938136,0.356,-0.51113504
2025-07-21 09:55:00,azure,east us,North America,vnclowpot,vnc_auth_attempt,udp,995,50.17.70.5,ie,,known_attacker,linux 3.x,,,cve-2006-2369,connection_attempted,,9302,2662,e29fdec7f96c,9,0,0.2372355,0.886,1.1683573
2025-07-21 10:53:00,gcp,us-east4-c,North America,cowrie,telnet_login_attempt,tcp,143,100.214.205.238,ve,,bad_reputation,windows xp,,,nan,payload_captured,,6400,1883,c0854fe2b798,10,0,0.15156059,0.266,-0.67984694
2025-07-21 11:13:00,azure,east us,North America,cowrie,telnet_login_attempt,udp,23,119.67.9.143,vn,,bad_reputation,windows xp,,,nan,alert_logged,,2958,3398,0bbf6fd1b97e,11,0,0.14711906,0.216,-0.77566093
2025-07-21 12:15:00,azure,southeast asia,Asia,rdpy,rdp_auth_attempt,tcp,443,217.96.207.158,vn,,known_attacker,windows 7/8,,,cve-2012-0152,connection_attempted,,1950,2357,b78ff0c81fad,12,0,0.15810825,0.336,-0.53859895
2025-07-21 13:03:00,gcp,us-east4-c,North America,suricata,ids_alert,tcp,80,79.198.177.123,vn,,known_attacker,windows xp,,,cve-2012-0152,command_executed,,5655,5582,d99b7666d9de,13,0,0.2213431,0.834,0.8255217
2025-07-21 17:40:00,gcp,us-east4-c,North America,rdpy,rdp_session_start,tcp,110,152.23.232.206,us,,known_attacker,linux 3.x,,,cve-2001-0540,command_executed,,5774,3509,bc4582a22112,17,0,0.1769939,0.518,-0.13119203
2025-07-21 18:29:00,gcp,europe-west2-c,Europe,heralding,credential_capture,tcp,3389,111.85.20.156,cn,,bad_reputation,windows xp,pi,qwerty,nan,alert_logged,,8672,255,f26487e3b43c,18,0,0.29462212,0.972,2.4063182
2025-07-21 18:31:00,azure,east us,North America,dionaea,service_probe,tcp,993,23.96.94.6,ru,,bad_reputation,unknown,,,cve-2005-4050,authentication_failed,,6539,2235,c4fea8c6a481,18,0,0.18260646,0.584,-0.010116422
2025-07-21 19:02:00,aws,us-east-1c,North America,cowrie,command_input,udp,25,246.18.41.46,us,,bad_reputation,linux 4.x,root,letmein,nan,authentication_failed,,4658,1960,57875a5d557c,19,0,0.18492414,0.598,0.03988129
2025-07-21 19:53:00,azure,southeast asia,Asia,glutton,ssh_banner_grab,udp,445,67.78.51.5,gb,,spam,windows xp,,,nan,payload_captured,,3234,1402,7ebd6df41884,19,0,0.19412646,0.67,0.23839635
2025-07-21 20:48:00,gcp,us-east4-c,North America,cowrie,telnet_login_attempt,tcp,5900,184.155.132.69,in,,known_attacker,linux 3.x,user,letmein,nan,alert_logged,,7679,4123,45788587fd39,20,0,0.21240304,0.8,0.6326642
2025-07-21 22:26:00,gcp,europe-west2-c,Europe,glastopf,lfi_rfi,udp,110,199.88.84.105,ve,,known_attacker,windows xp,,,cve-2006-2369,alert_logged,09fa7401e20e4325,6930,3982,1ddab19c28ae,22,0,0.21500087,0.812,0.6887052
2025-07-22 01:04:00,aws,us-east-1c,North America,rdpy,rdp_auth_attempt,udp,53,209.91.228.35,ve,,bad_reputation,unknown,,,cve-2006-2369,payload_captured,,2695,3237,7bd806879b13,1,1,0.1590491,0.346,-0.51830274
2025-07-22 01:57:00,aws,us-east-1c,North America,glastopf,web_attack,tcp,1433,118.135.48.77,gb,,bad_reputation,linux 2.6.x,,,cve-2001-0540,payload_captured,1a073c8157794594,7232,2165,9c5e842578dd,1,1,0.20500904,0.752,0.47315866
2025-07-22 03:08:00,gcp,us-east4-c,North America,rdpy,rdp_auth_attempt,tcp,25,139.206.244.16,br,,bad_reputation,linux 3.x,,,cve-2012-0152,connection_attempted,,4250,2020,812cd5255ed8,3,1,0.14102714,0.154,-0.90707767
2025-07-22 04:17:00,azure,east us,North America,dionaea,service_probe,tcp,135,201.251.130.168,ie,,unknown,unknown,,,cve-2012-0152,connection_attempted,,6960,4154,9683230a71e0,4,1,0.19084564,0.64,0.16762157
2025-07-22 04:26:00,gcp,us-east4-c,North America,dionaea,service_probe,udp,139,36.213.23.100,ie,,bad_reputation,linux 3.x,,,cve-2006-2369,connection_attempted,,4507,1620,46fc6324f97b,4,1,0.133448,0.09,-1.0705769
2025-07-22 05:31:00,gcp,europe-west2-c,Europe,cowrie,telnet_login_attempt,tcp,139,60.183.10.164,in,,known_attacker,linux 3.x,postgres,12345678,nan,authentication_failed,,5666,4007,a2a8d4d2ffdb,5,1,0.13649294,0.108,-1.0048907
2025-07-22 06:06:00,gcp,us-east4-c,North America,dionaea,malware_capture,udp,143,73.27.159.67,gb,,bad_reputation,linux 2.6.x,,,cve-2006-2369,authentication_failed,fe4ba219d45844f9,5840,5468,1b8423f5c7dc,6,1,0.19272286,0.656,0.20811747
2025-07-22 07:42:00,azure,east us,North America,glastopf,web_attack,tcp,143,26.110.114.171,br,,bad_reputation,linux 3.x,,,cve-2005-4050,command_executed,c6a2f3a1ec4aa2af,2743,4063,01fd6633e5d4,7,1,0.16521212,0.398,-0.38535208
2025-07-22 09:39:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,udp,587,180.52.170.182,de,,bad_reputation,linux 3.x,,,cve-2012-0152,payload_captured,,4409,2822,47d6f9a3e4b5,9,1,0.12551595,0.046,-1.2416894
2025-07-22 11:44:00,gcp,europe-west2-c,Europe,dionaea,malware_capture,tcp,135,29.41.182.47,de,,bad_reputation,windows xp,,,cve-2005-4050,authentication_failed,8e8d55b1c756f871,2573,1980,37ce2565db5d,11,1,0.13357347,0.092,-1.0678703
2025-07-22 13:53:00,aws,us-east-1c,North America,dionaea,service_probe,tcp,139,192.239.54.222,in,,unknown,linux 3.x,,,cve-2012-0152,payload_captured,,6817,4154,9e70a569ad2a,13,1,0.17380302,0.486,-0.20002684
2025-07-22 14:09:00,gcp,us-east4-c,North America,glutton,tcp_connect,tcp,3389,175.92.72.202,cn,,known_attacker,windows 7/8,,,nan,authentication_failed,,3410,5978,b63e7351add6,14,1,0.20950812,0.784,0.5702141
2025-07-22 14:56:00,azure,east us,North America,dionaea,malware_capture,udp,3306,230.15.236.218,cn,,bad_reputation,linux 4.x,,,cve-2005-4050,authentication_failed,5cdf6c6456a50829,2166,3469,388385885ea0,14,1,0.17812607,0.536,-0.106768735
2025-07-22 15:25:00,gcp,us-east4-c,North America,suricata,ids_alert,tcp,5060,81.104.160.53,ve,,known_attacker,windows xp,,,cve-2001-0540,alert_logged,,4004,3382,158d92044e4b,15,1,0.19072065,0.638,0.16492523
2025-07-22 16:15:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,udp,445,101.106.43.89,sg,,known_attacker,windows xp,,,cve-2005-4050,authentication_failed,,5779,4241,87bc84814825,16,1,0.15484127,0.306,-0.60907507
2025-07-22 17:10:00,azure,east us,North America,heralding,credential_capture,tcp,445,98.141.159.206,cn,,known_attacker,windows 7/8,oracle,admin,nan,authentication_failed,,8935,138,1f91f6906d5a,17,1,0.27861914,0.958,2.0610971
2025-07-22 18:04:00,aws,us-east-1c,North America,cowrie,ssh_login_attempt,udp,5060,157.143.30.13,ru,,unknown,unknown,postgres,letmein,nan,authentication_failed,,1149,4262,e540517b23cf,18,1,0.26960948,0.948,1.8667381
2025-07-22 18:37:00,azure,southeast asia,Asia,glutton,tcp_connect,udp,5060,7.30.160.230,ve,,known_attacker,windows 7/8,,,nan,command_executed,,5421,2903,b47fe3f65ad8,18,1,0.17925003,0.554,-0.08252224
2025-07-22 18:43:00,gcp,europe-west2-c,Europe,cowrie,ssh_login_attempt,tcp,25,231.49.172.12,in,,known_attacker,unknown,user,12345678,nan,payload_captured,,5868,4320,cc1351945137,18,1,0.13718623,0.118,-0.98993486
2025-07-22 19:17:00,azure,southeast asia,Asia,rdpy,rdp_auth_attempt,tcp,1433,63.167.24.120,ru,,known_attacker,unknown,,,cve-2012-0152,payload_captured,,5689,3518,a83ed802e8ed,19,1,0.1541362,0.292,-0.6242852
2025-07-22 20:35:00,azure,east us,North America,dionaea,service_probe,tcp,993,209.214.91.201,us,,bad_reputation,linux 3.x,,,cve-2006-2369,authentication_failed,,7519,2753,c083ddc59755,20,1,0.17121185,0.468,-0.25592417
2025-07-23 00:20:00,aws,us-east-1c,North America,cowrie,telnet_login_attempt,udp,135,219.227.116.203,br,,bad_reputation,linux 2.6.x,postgres,P@ssw0rd,nan,authentication_failed,,8214,4106,ab88576648a4,0,2,0.21843469,0.818,0.76278067
2025-07-23 02:54:00,azure,east us,North America,cowrie,telnet_login_attempt,udp,139,146.161.194.23,de,,known_attacker,linux 2.6.x,oracle,password,nan,alert_logged,,4999,1227,b378b97f7976,2,2,0.13680808,0.11,-0.99809235
2025-07-23 02:58:00,aws,us-east-1c,North America,dionaea,malware_capture,udp,443,223.201.74.73,br,,spam,windows xp,,,cve-2001-0540,authentication_failed,6bd460f5763c27c3,5320,2732,51ca9db80adf,2,2,0.16573708,0.406,-0.37402764
2025-07-23 03:06:00,azure,east us,North America,mailoney,smtp_probe,tcp,465,110.245.127.50,gb,,bad_reputation,linux 2.6.x,,,nan,payload_captured,fefb2bed7cfcb32d,5684,3428,c2b0e9e30973,3,2,0.13844238,0.138,-0.96283674
2025-07-23 05:41:00,azure,east us,North America,glastopf,lfi_rfi,udp,80,154.20.35.112,vn,,bad_reputation,windows xp,,,nan,command_executed,a93e2ea714d2e0b7,6240,2610,1c7ab462236c,5,2,0.14160828,0.164,-0.894541
2025-07-23 08:53:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,udp,465,95.94.105.178,gb,,known_attacker,windows xp,,,cve-2001-0540,alert_logged,,6533,6409,028c596199a1,8,2,0.20800103,0.768,0.53770274
2025-07-23 09:30:00,gcp,europe-west2-c,Europe,mailoney,relay_attempt,udp,135,14.230.66.128,ie,,known_attacker,windows 7/8,,,nan,payload_captured,,4326,411,2d30e862febe,9,2,0.14804696,0.234,-0.7556441
2025-07-23 10:00:00,azure,southeast asia,Asia,glutton,tcp_connect,udp,25,241.125.238.48,gb,,bad_reputation,linux 3.x,,,nan,authentication_failed,,6391,3480,432b4b396a84,10,2,0.12653014,0.058,-1.2198111
2025-07-23 11:09:00,aws,us-east-1c,North America,glutton,tcp_connect,udp,587,217.205.84.39,cn,,known_attacker,linux 3.x,,,nan,connection_attempted,,3710,5363,85a9b81084f4,11,2,0.17252322,0.48,-0.22763509
2025-07-23 11:54:00,azure,southeast asia,Asia,cowrie,telnet_login_attempt,tcp,110,8.211.60.69,de,,bad_reputation,windows xp,,,nan,alert_logged,,5409,3167,2b06d4b980ba,11,2,0.110768914,0.006,-1.5598168
2025-07-23 12:48:00,gcp,europe-west2-c,Europe,glastopf,lfi_rfi,udp,25,22.103.62.100,br,,known_attacker,unknown,,,cve-2012-0152,payload_captured,18a001044b5dff34,8050,3228,356c61b628cf,12,2,0.16213122,0.378,-0.45181423
2025-07-23 18:15:00,gcp,us-east4-c,North America,dionaea,malware_capture,udp,23,30.17.135.236,us,,unknown,windows xp,,,cve-2005-4050,connection_attempted,bacd7374f2776027,6200,2349,91ccfb0da5a2,18,2,0.1625848,0.386,-0.44202957
2025-07-23 20:16:00,aws,us-east-1c,North America,glutton,tcp_connect,tcp,25,193.154.108.175,in,,known_attacker,windows xp,,,nan,command_executed,,2763,2952,b67772a54238,20,2,0.17232418,0.476,-0.23192872
2025-07-23 20:30:00,gcp,europe-west2-c,Europe,dionaea,service_probe,udp,587,83.73.137.148,de,,bad_reputation,windows 7/8,,,cve-2006-2369,command_executed,,2355,6659,463832ce85b2,20,2,0.2888845,0.962,2.2825444
2025-07-23 20:59:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,udp,587,253.87.18.201,gb,,bad_reputation,unknown,,,cve-2006-2369,payload_captured,,8311,3721,88b82f5bbb4b,20,2,0.15524362,0.31,-0.60039556
2025-07-23 22:26:00,azure,southeast asia,Asia,cowrie,command_input,tcp,3306,64.107.53.233,cn,,bad_reputation,linux 2.6.x,test,,nan,payload_captured,,6346,1799,64ee640bf673,22,2,0.16542892,0.402,-0.38067526
2025-07-23 23:19:00,azure,east us,North America,glutton,ssh_banner_grab,tcp,80,77.28.199.184,vn,,known_attacker,linux 3.x,,,nan,connection_attempted,,4384,3131,cbc1fa2ecdcf,23,2,0.170874,0.466,-0.26321244
2025-07-24 01:25:00,azure,southeast asia,Asia,glastopf,web_attack,udp,22,17.104.49.166,gb,,unknown,windows xp,,,cve-2001-0540,alert_logged,93820b57b8969922,7378,5089,95b4f761b761,1,3,0.23766482,0.888,1.1776186
2025-07-24 01:42:00,aws,us-east-1c,North America,dionaea,exploit_attempt,tcp,3389,229.76.211.144,us,,known_attacker,linux 4.x,,,cve-2005-4050,alert_logged,,4644,3808,d6a61b6864af,1,3,0.17901084,0.55,-0.087682195
2025-07-24 02:12:00,azure,southeast asia,Asia,cowrie,command_input,tcp,995,119.226.139.14,sg,,bad_reputation,linux 3.x,guest,,nan,connection_attempted,,5525,3963,a10643c9c3db,2,3,0.13556275,0.102,-1.0249571
2025-07-24 03:08:00,azure,southeast asia,Asia,cowrie,command_input,udp,445,251.42.122.18,sg,,known_attacker,unknown,user,12345678,nan,connection_attempted,,5691,4511,84e9bde214f9,3,3,0.14386496,0.186,-0.84585935
2025-07-24 03:35:00,gcp,us-east4-c,North America,glutton,tcp_connect,udp,22,196.124.55.112,de,,bad_reputation,unknown,,,nan,command_executed,,7405,655,13926bcbeaa7,3,3,0.20460618,0.746,0.46446788
2025-07-24 03:42:00,aws,us-east-1c,North America,glastopf,web_attack,udp,995,228.235.252.29,in,,bad_reputation,linux 2.6.x,,,cve-2006-2369,command_executed,de37a7a421da3ed9,5954,4221,03234879c2ba,3,3,0.1661186,0.414,-0.36579716
2025-07-24 08:11:00,azure,east us,North America,cowrie,telnet_login_attempt,udp,80,9.170.238.154,ve,,benign_suspected,windows 7/8,test,12345678,nan,payload_captured,,7115,3542,34466b2b0ab7,8,3,0.13796623,0.13,-0.9731084
